,Tweet,Sentiment
4120, are you hiring for job i want do work with u,miscellaneous
4121, pls refer my previous two tweets to what time are your ATMs,miscellaneous
4122, such type of pathetic service expected from allowing us to withdrawal hence creating,displeasure
4123, made my Jst withdraw You Nvr let us Hats off ur U r a savior many like Keep it,compliment
4124, Staff of in Goregaon distributing Lays chips Neighbors distributing water too and,compliment
4125, still waiting for your call think you people have started making fraud promises also if u do it please let me,displeasure
4126, Well Managed,compliment
4127, Video,miscellaneous
4128, Wl u tell me Wts going on SIR apne paise ke liye hi mujhe Haath Jodne pad rahe had,displeasure
4129, all atms of borivali banch are not,displeasure
4130, Do me a favor and visit or call your Sector You will get to know the,displeasure
4131, Chembur branch is not taking deposits,displeasure
4132, check dm,miscellaneous
4133, smooth operations at Kalina Good Kudos,compliment
4134, arrang ment of payment cluster head it self doing nice chennai kotak mahindra arrang ment,compliment
4135, as discussed with ur employees plsss mark the loan as Till the tym charges are not waived off I ll not pay the emi,miscellaneous
4136, Even the CEO of the bank is also in the loop still he is least interested in that only interested in,displeasure
4137, PLEASE Kotak Mahindra Bank going against Government order cheating public,displeasure
4138, where is the update on my Why is there no intimation SMS when any account gets,miscellaneous
4139, Kotak paota branch atm not giving money,displeasure
4140, today is my bank emi last due date transfer a large amount in my accounts,miscellaneous
4141, poor customer service do not use kotak account HDFC is far better than this,displeasure
4142, Khadki by each staff and Splly Branch Manager who personally look each of,compliment
4143, smooth operations at Kalina was able to withdraw cash in good Excellent Tough job done well,compliment
4144, spams users with all crap SMS but DO NOT SEND anything if you are charged a penalty and keeping looting,displeasure
4145, smooth operations at Kalina Good Kudos,compliment
4146, arrang ment of payment cluster head it self doing nice chennai kotak mahindra arrang ment,compliment
4147, as discussed with ur employees plsss mark the loan as Till the tym charges are not waived off I ll not pay the emi,miscellaneous
4148, Even the CEO of the bank is also in the loop still he is least interested in that only interested in,displeasure
4149, PLEASE Kotak Mahindra Bank going against Government order cheating public,displeasure
4150, where is the update on my Why is there no intimation SMS when any account gets,miscellaneous
4151, Kotak paota branch atm not giving money,displeasure
4152, today is my bank emi last due date transfer a large amount in my accounts,miscellaneous
4153, poor customer service do not use kotak account HDFC is far better than this,displeasure
4154, Khadki by each staff and Splly Branch Manager who personally look each of,compliment
4155, smooth operations at Kalina was able to withdraw cash in good Excellent Tough job done well,compliment
4156, spams users with all crap SMS but DO NOT SEND anything if you are charged a penalty and keeping looting,displeasure
4157, Have shared my contact via DM expecting a call from you,miscellaneous
4158, excellent Min queue for Deposit and self Exchange notes after to avoid Bravo,compliment
4159, Impressed with chembur branch staff they are very helpful offering tea and seating to seniors,compliment
4160, do kotak bank makes their own rules not allowing to widraw by cheque at Noida sector branch saying allowed,displeasure
4161, Super exp at MG Road Indore today to dep my sugg for hassle free dep withdrawl wor,compliment
4162, not that easy,displeasure
4163, I had gone to open bohri Muslim had asked for do help so that I can make a informed choice,miscellaneous
4164, thank you plz do it fast im for real broke rite now,displeasure
4165, branch location pin chandavarkar road no ATM no cash exchange,displeasure
4166, such a poor service not a single ATM is working,displeasure
4167, kotak mahindra bank saraswati vihar was misusing Police ten customers were inside and asked the police to stop us,displeasure
4168, you sent lots of messages that banks are operational from am to is it for Sat and Sun,miscellaneous
4169, u help me to get Of ghatkopar east branch road,miscellaneous
4170, The pits,displeasure
4171, Ramya Srika nd Anil DJ from your Koramangala branch refused to exchange our,displeasure
4172, u are working but still ATM are not filled for last Switching all my accounts other,displeasure
4173, even RBI helpline number is not picked,displeasure
4174, RT your not And have complain many time to bank they are not taking any,displeasure
4175, mam FM says no enq on l but in case of Companies tax exemption is they get huge tax Why,miscellaneous
4176, Guys please be very precise with whatever info you are passing on to your YOU GUYS THINK ARE WE,displeasure
4177, also why is a Xerox copy of ID proof required when I have an account and am carrying he original for withdrawal,displeasure
4178, Not really great dealing with,displeasure
4179, RT shame ful act done to me No resolution given Despite many efforts u suck my hard earned,displeasure
4180, Kudos to for depositing the old notes via cash pick from Great bank bank No worries at,compliment
4181, Kotak bank branch erstwhile ING Sohna Road,miscellaneous
4182, can we expect some call back reply or this is the way you handle twitter,miscellaneous
4183, your credit card department really needs to rehab horrible customer service charged wrongly for late payment,displeasure
4184, Do NOT USe Kotak accounts they are not giving proper services following up with them since long but no one responded back,displeasure
4185, Visited odeon Ghatkopar Each every staff member in action including BM process well,compliment
4186, my account keeps on getting deducted as per your And i had enough of all,miscellaneous
4187, you have arranged the call but I think call has been stuck in between which is unable to reach,miscellaneous
4188, pls refer Question in this link,miscellaneous
4189, Do NOT USe Kotak accounts they are not giving proper services following up since long no one responded back,displeasure
4190, my issue still remains Highly incompetive Could you please ask your nodal officer to get in,displeasure
4191, Fucking its my hard earned money who the hell gave permission to u guys for deduction,displeasure
4192, shall I take government help in this,miscellaneous
4193, Why u have asked for my mobile when you hv not to reach What action u took on my Hoping ur postv rply,miscellaneous
4194, same problem facing in amreli also do the needful,displeasure
4195, OK Sir pl let us,miscellaneous
4196, do easy to impose deadlines without thinking of logistics,displeasure
4197, what a grt support u r providing to common Defence Colony branch No sense of plz help,displeasure
4198, Customer service at its you claim to have investigated the yet I approached once to understand the problem,compliment
4199, you may call me,miscellaneous
4200, This is the time where actual banks will show their capability thereby identifying odd banks Thanx for issuing,compliment
4201, gave best service exchange Form queue handling person appointed,compliment
4202, no toll,miscellaneous
4203, Me set to close my n my family acts CC suprevisor refused to take my call,displeasure
4204, RT under any action againstKSL Since,displeasure
4205, so you have charged me rupees this year and never bothered to inform,displeasure
4206, RT In when Kotak Mahindra was Vysya bank was largest Pvt sector bank in yrs later acqui,miscellaneous
4207, RT Helpful staff at saw them assisting elderly in cash Orderly queues Took us about mi,compliment
4208, now as line in growing Kodak customers getting preferential treatment at lower Parel bch,displeasure
4209, but its over then rupees can you please arrenged a call back for me,miscellaneous
4210, read my DM be waiting for your reply call me by tomorrow noon,miscellaneous
4211, Sir from yesterday Morning KMB Shutter also not,displeasure
4212, An excellent experience in the queue withdrawal from for those who want to change,compliment
4213, RT your branch staff at the Worli is doing a great Very helpful and courteous even in all the,compliment
4214, tall claim by bank but at the time of need could not provide cash at Guy poor arrangement service Wht,displeasure
4215, indeed,miscellaneous
4216, Selective cash exchange at Kodak Jayanagar Shutter down most of the,displeasure
4217, RT Nagar Blore Brn dnt entrtain appl fr note told will xchge only INR against,miscellaneous
4218, i dont have single penny for my living from day i have been walking to my branch its like km plz do something,displeasure
4219, RT arrang ment of payment cluster head it self doing nice chennai kotak mahindra arrang me,compliment
4220, Why u go for a legal,miscellaneous
4221, What is the point in giving holiday vouchers through account usage when you cant Seriously,displeasure
4222, how much new currency was alloted to kotak branch the exch process was very slow,displeasure
4223, RT Poor gal Kotak bank plz help her,miscellaneous
4224, Santacruz Bank west sales SV Shevale,miscellaneous
4225, Rs has been i want that amount be,miscellaneous
4226, Need Miney Give Resolution N try Understand V r salaried V r not Black owners,displeasure
4227, plz connect me on,miscellaneous
4228, deposit n withdrawal within mins of time,compliment
4229, How many days you want to clear one,displeasure
4230, shame no money in any of the airports How do you expect people to reach,displeasure
4231, even a small credit society are much helpful than u call no,displeasure
4232, No kotak in electronic city phase,displeasure
4233, RT Kudos staff management at your kandivaliW BorivaliW privileged to have,compliment
4234, RT would lite to appreciate kotak bank for his services way they are serving the nation is amazing,compliment
4235, why your still not operational Its on By when you will start the process from ATM,displeasure
4236, staff of Lavele road were very welcoming helped me to,compliment
4237, RT Dear please note is intentionally causing harassment to the people for exchanging currency notes,displeasure
4238, you may reach me on this,miscellaneous
4239, Not at Bankers have tough time to manage the guys r doing great service,compliment
4240, This is on first morning at is this,miscellaneous
4241, Mulund branch serving only own No exchange,displeasure
4242, This was never told to me that there are any such charges for the cash I am using several bank,displeasure
4243, AT THIS MOMENT I AM WHITE BLACK IN,displeasure
4244, we have Ur ATM in our office n today every one was waitin money thr unfortunatly ur guys deposit money,displeasure
4245, branch continues to Check RBI notice vs their Worked from Threa,displeasure
4246, if I am nominating the same person as a mandate holder for why require the same docs the,displeasure
4247, bank not taking deposit after as secular is up to is in icici branch,displeasure
4248, finally today I have withdrawn my application for current is this ur,displeasure
4249, why mismatch in bank opening If a notice from ICICI it be same throughout,displeasure
4250, Why you tag Instead of blaming the govt for smin they No proof reqd if you hv b,miscellaneous
4251, should ask co to call the customer plz cancel the card or send it by other courier DM,miscellaneous
4252, contact number,miscellaneous
4253, and my card got approved on as per data available with your ahmedabad,miscellaneous
4254, hell with Teach your executives at Devlali Camp branch on how to behave with a woman account,displeasure
4255, your executive called me and suggested to deactivate i safe if emergency to below even i can,miscellaneous
4256, Unauthorised transaction of done from ICICI account,miscellaneous
4257, Great service has provided by for exchanging and They are working hard and off days,compliment
4258, Ur incompetent staff of Chennai Annanaagar VI Main Rd Branch ignorant of basic banking even school kid,displeasure
4259, are fooling customers with useless sms wherein they stop customers enteri,displeasure
4260, its been more than a month still my credit card application is in customer care do not call back,displeasure
4261, still No in your No intention to,displeasure
4262, I hope to have a communication from concerned branch Mgr or It cant end like Thank you,displeasure
4263, lucky,miscellaneous
4264, no work is being done at West Jyoti Nagar Branch neither they are changing currency nor depositing cash in account,displeasure
4265, As I observed icici bank is givinv worst service among Most of icici atm running out of,displeasure
4266, Is Gurgaon sector not prominent they operating to,miscellaneous
4267, Bt the team wil do nothing Non sense you guys have U wasted my time I spent in queue and then Ur failure on compliance,displeasure
4268, what it keep wasting maybe you can read this and do,displeasure
4269, response Please look in to the matter,miscellaneous
4270, Call Nanganallur Branch account holder went all should be in same Spoiling govt name is unacceptable le,displeasure
4271, really frustrating not get any kind of Either you need to resolve this,displeasure
4272, poor administration show continue in your Kharadi Only waight,displeasure
4273, respect all staff in handling ur customer service was pls inform the staffs of the branch,compliment
4274, i have opened my But i cant login into Your service is as horrible as it always,displeasure
4275, How the hell can you guys just block a debit card out of nowhere happening for the second time,displeasure
4276, your CC pick please look it in the matter have enough balance at that,displeasure
4277, after how many days cash back comes in,miscellaneous
4278, Dear ICICI bank please mislead people by sending message that ATM are,displeasure
4279, Pl STOP sending useless sms fooling customers when u do not allow custome,displeasure
4280, plz check dm sent the details,miscellaneous
4281, sir currency exchange service totaly stopped in ur DABRA Branch staff also misbehaving with do the needful,displeasure
4282, do you remember your marketing about privilege Abandoned when required the,displeasure
4283, RT Thanks But I need that much money,miscellaneous
4284, None of your are working near,displeasure
4285, calls when I request a call back and the staff really helps me and clarifies any doubts that I Thank you once,compliment
4286, for only few seconds But waiting in queue for four Learn from others Soon u will lose custom,displeasure
4287, you IVR is very unable to reach Customer,displeasure
4288, Nanganallur Branch giving separate Que for account holder to change who are waiting are waiting for,displeasure
4289, while applying for CC how many times does a Allows you to pull their,miscellaneous
4290, At what time your ATMs will All ATMs are still closed or not working in,miscellaneous
4291, Wow sector Noida says TOKEN OVER service Open banks public suffering,displeasure
4292, thank you for replying quickly,miscellaneous
4293, ok But what about the same queue for withdrawl and,displeasure
4294, Topbar is not working at all I use Chrome,miscellaneous
4295, or provide a justification why the name is not updated creating a huge trouble,displeasure
4296, Could you please share your email Id for grievance,displeasure
4297, but one glitch i faced I withdrew From money debited but cash did not came out,displeasure
4298, not a single atm working in our area dakshin puri new do something,displeasure
4299, I have seen it,miscellaneous
4300, Waiting for the delivery of Credit company has no interest to quick help,displeasure
4301, Why are ICICI ATMs closed in Pune None of them are,displeasure
4302, I am a preferred HNI customer WITH the bank branch but this has lead me at times such if when service matters,displeasure
4303, Your Tilak road Pune branch gave tokens for exchange of Good,compliment
4304, now I doubt at the authenticity of your proof verification I want to talk to customer care,miscellaneous
4305, How much time you people will take to resolve the,displeasure
4306, got a call from some ICICI credit card centre called for my reward points to be availed adjusted in bill,miscellaneous
4307, so not possible for her to commute to bank for depositing the money in Thank You for your,compliment
4308, How should this incident be taken by I was helpless n felt cornered for a genuine reason I my baby ws hungry,miscellaneous
4309, Exclent Support by Staff For Exchange Of old notes By Naya bazar gwalior,compliment
4310, possible for u to find out if shantilal modi rd branch has change right Am broke,displeasure
4311, atms stiil not opened in so prominent location Kindly do provisions immediately,displeasure
4312, thanks for the Will they be open,miscellaneous
4313, Msg from no number given to were unable to deliver Debit Pin Infinity Please call Customer,miscellaneous
4314, yet they misspell the now are incapable to change it on the I need to send documents to,displeasure
4315, do you really have to charge the out of station deposit fee during times like these,displeasure
4316, if we ignore small issue then icici doing very very good Well arrangement and system for Thanks,compliment
4317, thanks,compliment
4318, hell with Devlali Camp branch executives who are highly arrogant treat,displeasure
4319, mins on customer care this is privilege Your rservices are deteriorating drastically,displeasure
4320, branch denies currency exchange in the name of Own customer withdrawal,displeasure
4321, I am referring to a particular branch and not I,miscellaneous
4322, the name now at It shows the holder name as only This is causing a lot of Do the,displeasure
4323, ATMs are not working here in All ATM near gittikhadan areas r closed till disappointing Pl do d,displeasure
4324, Monika is the branch manager letting her dear ones exchange cash without line Malcha New Urgent action,displeasure
4325, only conters of deposit and Brach civil lines Relatives of bankers are attended out of,displeasure
4326, so much for customer charges incurred for your fault and then claim it is Expected better,displeasure
4327, All cash depositing machine at in Sangli are always not and the rude people are not ready to,displeasure
4328, Still getting calls for credit cards after lodging an official complaint months Please revise your sales strategy,miscellaneous
4329, the branch manager of vakola is not able to the queue for exchange of ran out of cash in,displeasure
4330, It solve the U must not make tall Just say Banks r not Let know this,displeasure
4331, today last date to i initiated on at more than hours return my money or i get fined CC pay,miscellaneous
4332, need your help to open NRE account with happy with your,compliment
4333, fed up of ur credit card stupidity,displeasure
4334, finally we get a coupon number everything will,miscellaneous
4335, Bank open at am and will close at,miscellaneous
4336, Just a one counter accepting cash deposits in Pratap Nagpur I thought you had multiple counters to cope,displeasure
4337, If ATMs were to have money since why there is still no money in any ATM,displeasure
4338, unlike the branch in m block gk they are not entertaining ordinary customers,displeasure
4339, absolute pathetic management at your palava dombivali No care for Only terminal functional,displeasure
4340, A small which is equipped with min askn me nt to print receipt to,displeasure
4341, Thanks But I need that much money,miscellaneous
4342, I just replied to you,miscellaneous
4343, Hey u shld HV had different line for aged or unwell been no progress in,displeasure
4344, No of is working in area of till now,displeasure
4345, account holder who turned will automatically get increased interest rates in for senior,miscellaneous
4346, you can apply take a fix sign and send Costs around Is it that,miscellaneous
4347, RT Tagging,miscellaneous
4348, Thanks,miscellaneous
4349, Will let me know the branches in Hyderabad that stock gift Usually run pillar to post on this branches,miscellaneous
4350, RT all ATM are working today,miscellaneous
4351, almost days passed no action yet,displeasure
4352, and stand in a line for hours and get turned back,displeasure
4353, my debit card is getting declined in POS this s d second time issue has cropped up this year even even replaced debit,displeasure
4354, this is the deposit slip along with cheque submitted in your Still after,miscellaneous
4355, You send a security guard or a policeman on your roadside unguarded,displeasure
4356, my point is how do they have specific data it means that the data is getting leaked from your sid,displeasure
4357, Requestimg all banks to help senior citizens uneducated people,miscellaneous
4358, Icici bank only exchanged notes of their client,displeasure
4359, branch official have to answer me about time but no one is here to care,displeasure
4360, Are banks open on Monday for normal,miscellaneous
4361, why there ia mention of time to Here in branch itself closed befor,displeasure
4362, please share when it will be,miscellaneous
4363, will the ICICI bank pl confirm if I need ID proof to withdraw from my own account,miscellaneous
4364, I wd like to open NRI trying to reach ICICI But customer care not How can i get,displeasure
4365, No money in ATM not ji,displeasure
4366, were closed even today and braches have high rush due to this,displeasure
4367, Worst Not ready to reply,displeasure
4368, Is it possible to fix an appointment for cash deposit for privilege banking,miscellaneous
4369, You need to apologize for the Branches are opening and closing at will,displeasure
4370, My relationship manager at ICICI wants a breakup I answering my,displeasure
4371, i have a complaint regarding this,displeasure
4372, ways to report disputed transaction on credit card,miscellaneous
4373, My frnds prob of atm card blocking is nt getting solved Plzz do solve it urgently,displeasure
4374, i had clearly written that i wont be able to pick up ur calls further you havent addressed issue on,displeasure
4375, if all bank very smart,miscellaneous
4376, Modinagar branch closed at Very rude behaviour from staff after It needs your immediate attention,displeasure
4377, Dear ICICI bank I am still to receive any response frm u,displeasure
4378, Bnaks forcing ID proof on cheque withdrawls RRM branch managers no ready to solve issue,displeasure
4379, I withdrew in ICICI today non in just Bangalore chamarajpet,compliment
4380, I get bill amount on SMS but there is no breakup of I filled the form as well in the branch in Noida,miscellaneous
4381, Hey in Canada and i have cash,miscellaneous
4382, i just call but they said they cant take any request right now can can you please tell me why,miscellaneous
4383, just send keep the Am told Andheri branch ATM will not be working ti,displeasure
4384, liberty garden atm not working,displeasure
4385, its give a missed call and say we tried to reach,displeasure
4386, wth if i have everything why will i call you no option of connecting to customer care call me back asap,displeasure
4387, it is resolved Thank,miscellaneous
4388, when will you get Do I have to wait,miscellaneous
4389, no atm functioning and been hrs in Possibility of bank running out of,displeasure
4390, not allowing to withdraw money with withdraw They want Vadhi sector branch,displeasure
4391, they r not at least not if u have KYC they just check ur,miscellaneous
4392, At ICICI Jeevanbheemanagar bangalore quee is not moving at all,displeasure
4393, Can you please tell me if your Hoshangabad branch in MP is demat If who is the contact,miscellaneous
4394, Can i withdraw More then per day from my current account,miscellaneous
4395, what instead of solution they wrote same thing in Crap how its going to resolve my SBI loke app,displeasure
4396, Why does it happends during Tatkal timings that too booking from Totally annoying,miscellaneous
4397, have signed a reinsurance agreement to expand mutual business,miscellaneous
4398, branches refused payment of credit card because they are Last What to,displeasure
4399, Most likely I will change my salary account to some other very soon I will close my I have made my,displeasure
4400, Why the hell do you send when you give me a credit Chanda,displeasure
4401, New notes will be available at its main branches from November,miscellaneous
4402, you guys rock thanks so much for helping me Respect,displeasure
4403, RT when will you get Do I have to wait,displeasure
4404, Its been a month and still my credit card application be is the request Pls help,displeasure
4405, hi my registration number is not able to fit inside the I want to know my card status asap,miscellaneous
4406, my credit card application is still They are trying to deliver it to my work Being shipped back to,displeasure
4407, ur servers are not working at Bangalore please update status,displeasure
4408, does it really matter I am not one of your customers and I already know the response that I will So,displeasure
4409, Please look in the matter of they deduct on why i pay fine for this,displeasure
4410, Very cool headed staff at much appreciate their behaviour especially towards Senior citizens,compliment
4411, check sms sent to clients,miscellaneous
4412, we need rupees too,miscellaneous
4413, when all banks help old whats ur,displeasure
4414, RT and what about rude and absurd behaviour shown by,displeasure
4415, I received a call from asking my credit card,miscellaneous
4416, At Noida sector bank employees are prohibiting exchange of money and serving existing ICICI customers,miscellaneous
4417, Thanks for the But these are out of cash since Nov in Faridabad and I could not identify a single cash,compliment
4418, credit card was issued to me without taking my consent on type of CC nd without my signatures on ny form,displeasure
4419, That same ATM is still,miscellaneous
4420, Pockets care team is worst you can ever come Use ICICI pockets if u want to lose money forget abt resolution,displeasure
4421, Warje Pune branch is asking peoples to write every notes number on exchange Is this,miscellaneous
4422, I hav d address which I always receive all documents on d above If u cudnot despatch credit back,miscellaneous
4423, Please see to videos here,miscellaneous
4424, plz make a seprate row for ur privilege long q for account,displeasure
4425, Pockets app is not available for Windows Phone It is very important to have it during,displeasure
4426, are standing in line just because is coming Shame on u and other pvt banks,displeasure
4427, your employees understand this Please intervene at the samarth vaibhav branch in mumbai,displeasure
4428, fed up with the customer Feels like I did a big mistake taking the ICICI Rubyx Credit Card,displeasure
4429, No not working in Mukherjee,displeasure
4430, Very frustrating while exchaing the notes in ICICI Even after having an account in Staff being very ude,displeasure
4431, Urgent need of cash for MRI scan bed no hospital you provide,miscellaneous
4432, Sent Private message lets see this month anything is done or yet another,miscellaneous
4433, RT pls look into my matter help me to claim my policy,miscellaneous
4434, The same happened at your lajpat nagar They closed the branch citing cash,displeasure
4435, and what hpnd when bank NO I seen real frustration of ppl,displeasure
4436, Customer service is something giving service without any hassle at the time of critical situations,miscellaneous
4437, I have applied for ICICI bank credit card on and verification done from your,miscellaneous
4438, I requested to let me enter I need some money in my wallet as my son is ill,displeasure
4439, But In it was Shutter was down due to link Public full chaos,displeasure
4440, Tried two ATMs same wrong going on with services,displeasure
4441, register card for credit card payment Please,displeasure
4442, the point of running till if no Staff not even letting you,displeasure
4443, Credit try link with my saving account but it executed,displeasure
4444, In digital India why credit card transaction charged even at hospitals,displeasure
4445, best service Smooth and,compliment
4446, r u for only making breaking ICICI bank is not working,displeasure
4447, RT icici gurgaon sector bm misbehaving saying msg padhte raho no money exchanged no support,displeasure
4448, Pathetic Experience,displeasure
4449, Called and where have NRO said recvd no instructions from RBI,displeasure
4450, sir I m unable to deposit cash on my frm DABRA br To Delhi becuase I id of my uncle urgent,miscellaneous
4451, The self chq towards which funds were denied was drawn on a Privilege banking avoid this fraud bank,displeasure
4452, how much time does it takes to reflect a cash deposit made in the branch into an icici,miscellaneous
4453, stop the rhetorics,displeasure
4454, hosur bengaluru branch is not adhering to the rules by RBI by cash For less than,displeasure
4455, it is just resolved now Thanks,compliment
4456, Your credit card issuance team needs to learn some basic phone etiquette and how to provide,displeasure
4457, I know you guys are overworked but a refund from is Could you please,displeasure
4458, Id like to thank Gautam and the BM at Itanagar Im a tourist from mumbai and was in a Had no cash,compliment
4459, Great job really commendable Hope media shows how to solve situation rather than create chaos for you all,compliment
4460, ATM not working in when it may start to,displeasure
4461, inspite of ur announcement to be opened till pm ur branches hv bn closed at pm all ur rules are for common man,displeasure
4462, why no one giving me cash for a cheque at d chandigarh from my account now Hello please help,displeasure
4463, what they say are Not being followed,displeasure
4464, Your branch at City Bokaro closed at PM on instead of PM causing severe Pls take,displeasure
4465, Icici wealth management m greater kailash New Delhi They are saying they have the facility,displeasure
4466, plz confirm if one need to submit photo copy of id proof and carry original ID in case deposit little amount to own account,miscellaneous
4467, RT Dear and I have received at least sms each from u inviting me to go to ur ATMs but they r,miscellaneous
4468, Not because your team has been working from the past week and no solution till now,displeasure
4469, Mr Hari swaminath repeatedly sending same mail trying to reply n force in unpleasent position,displeasure
4470, all of a sudden my debit card has stopped working swiping it today and it started giving format error,miscellaneous
4471, RT Pathetic Experience,displeasure
4472, There must be some problems and that is the reason why i must have applied for the loan i But then my dates have,miscellaneous
4473, sent,miscellaneous
4474, can we pay our bill in,miscellaneous
4475, no ATM at work at or near and Appreciate your,miscellaneous
4476, official have declared for working till pm in every news channel and media I own saving account in the,compliment
4477, please looks into it branches r harrasing,miscellaneous
4478, To make more convenience to customer pls have ur ATMs it has been days ATMs still down not completely functional,miscellaneous
4479, My personal number has been sent to you via,miscellaneous
4480, please start atm deposit cash im atm,miscellaneous
4481, those Standing in Long queues since morning are been told to go Which is,displeasure
4482, HI thanks for the UNless you put something into its difficult to control the rush at hv in ICICI,miscellaneous
4483, Your staff at r striving hard but hrs to withdraw is,displeasure
4484, Credit card pin Not Even Cant Genret Through no Card,displeasure
4485, Your ATM looks good but it would look better dispensing Ahinsa Khand Indrapuram Ghaziabad ATM nvr worked,displeasure
4486, very very pathetic service at icici hyderabad DM is hell rude,displeasure
4487, Wish to bring to your notice the exemplary work being done by your staff in and Kanakapura road branches,compliment
4488, Working great guys branch janak Puri,compliment
4489, What is this Absolute,displeasure
4490, Was in line for notes in The process van be improved by putting more counters,miscellaneous
4491, kitchlu nagar ludhiana I do understand that there is panic due to situation but two things should not be there,displeasure
4492, Yes are Corporate Frds please,displeasure
4493, i m sharing a different contact Can you please ask them to contact me on that number,miscellaneous
4494, tea party enjoyed by icici bank staff no time to attend clients says go home,displeasure
4495, they were offering a guy money who had got multiple cheques and he was not even in the On got angry,displeasure
4496, Is there an issue with online transaction in Indian,miscellaneous
4497, All ATMs of DABRA CITY is crashed population of this city is lac Do needful,displeasure
4498, they saying bank is open today only for hero company employe should we have to visit bank,displeasure
4499, Heard from various Friends Family that ICICI Bank is doing excellent job of handling customers Hats,compliment
4500, Just visited Noida Sec ATM bank ATM big but peaceful No chaos,compliment
4501, why are u not giving a privilege to account holders and privilege being given to exchange customers,displeasure
4502, Check Thanks,miscellaneous
4503, Hi do you accept payment for cash deposit for,miscellaneous
4504, was in Que since am morning bt was nt able to exchange and slow customer garden branch,displeasure
4505, there is no cash in this world today and your debit card started giving,displeasure
4506, super initiative to us through this currency exchange,compliment
4507, Thank you for all the I had a hassle transaction hugs to all your employees for the hard work,compliment
4508, if calibration of ATMs needed for new high val pl get them started with notes tonight,miscellaneous
4509, Will they accept deposit more than,miscellaneous
4510,,compliment
4511, Contact number,miscellaneous
4512, Durga Vihar Opposite Railway Bhayender This atm was loaded days back Y not my near by,miscellaneous
4513, for this I m with On this move but execution is very ugly,displeasure
4514, As per d gvt every bank shld provide extra counter for smooth Den y in every branch of urs operating only,displeasure
4515, they r always careless abt customer hv experienced it since the inception of the I hv my acc since then,displeasure
4516, Can I withdraw as well After feeling this screen,miscellaneous
4517, logged into my inlive assistance call no status on only,displeasure
4518, please give prior notice if u are deposting money for only hero cmpany whre your bank coustmer getting humilated thre,displeasure
4519, lol been like that and have to wait till they refill,displeasure
4520, My hats off to ICICI bank for prompt Great,compliment
4521, the point of sending AM texts when the branch is closing at Utter,displeasure
4522, can u ask ur below employee why they not receiving call Vaishali Vineeta Pls help,miscellaneous
4523, Standing in long queue at Sector Staff giving lame excuse of server down,displeasure
4524, Here is the notice if you would like to take a,miscellaneous
4525, Still awaiting Typical ICICI takes conversation out of public domain in due time but no,displeasure
4526, kankarbagh they change rule daily know how talk to,displeasure
4527, Unable to issue cheque book for my,displeasure
4528, tried going branch but there is lot off rush and hence ask for ATM,displeasure
4529, Huge very slow withdrawl same queue for deposit Whats up,displeasure
4530, see any photos with long queues outside the ATMs as of,miscellaneous
4531, still no cash on your dont just go around boasting about your Fed,displeasure
4532, much organised effort today Finally able to do transaction,compliment
4533, With such conduct no one will ever feel safe or confident entrusting investments with you You are unreliable,displeasure
4534, ATM inside TCS Synergy Park Hyderabad is not Kindly take a,displeasure
4535, Thank you for making the money withdrawal process a seamless Kudos to you guys,compliment
4536, What was the point of asking for details if you did not want to contact,displeasure
4537, you guys r doing a great U r actualy living upto ur tag line khayal team,compliment
4538, are cash deposit machines working,miscellaneous
4539, I have a home loan Following up with Ghatkopar team for LOD all Paid Please call me on,miscellaneous
4540, Unable to gen URN to reg new returns errors could not be Accounts,displeasure
4541, NO CASH FOR WITHDRAW CLOSED TODAY AT EXAMPLE ICICI BANK LUDHIANA,displeasure
4542, Thank you for reminding,compliment
4543, many are standing,displeasure
4544, Paytm is explains all applies u,miscellaneous
4545, not a person specific just a instead of OTP for requests from irctc you should have dbcard grid security,miscellaneous
4546, Can we deposit the case twice in one day at the any branch of,miscellaneous
4547, non customers may be enjoying ur services but your customers are,displeasure
4548, hours passed but no official contacted,displeasure
4549, ye s today only for hero company why dnt you mention,displeasure
4550, ATM not working at your Kamla Mill branch,displeasure
4551, why atm is not gopalpura branch,displeasure
4552, Have raised request related to failed no action being nor I am to see open request thru net banking,displeasure
4553, u r have my address proof with d address neither sent and trying to,displeasure
4554, Got message from ur that ATM will start functionin from still to travel do,displeasure
4555, better change ur employees behaviour else you loose We know its a tough time r ready to,displeasure
4556, I would like to point out that he helped me exceptionally well and very pleased with the Thank,compliment
4557, My senior citizen parents are all praise for Icici Sanpada They also provided water to the people in queue,compliment
4558, your ATM in Neb New Delhi has not opened at all since,displeasure
4559, Get the double save tax and benefit from the growth potential of equities via investing in,miscellaneous
4560, Can you check,miscellaneous
4561,,compliment
4562,,miscellaneous
4563, Why colony branch is not open accepting deposit Their time is AM PM Why,displeasure
4564, when will your ATMs be open though,miscellaneous
4565, and please make restaurants and small shops to get to accept cards for small transactions,miscellaneous
4566, the PAN is mandatory so that txns are tracked and senior citizens fall prey to money,miscellaneous
4567, Very Hectic procedure of getting Credit Card still you have all documents,displeasure
4568, constantly getting calls for credit abruptly ending the call when I me online link for this,displeasure
4569, What is wrong with you guys I have got more than messages since last Stop spamming,displeasure
4570, Is the smartest and i recoomend it to the world,compliment
4571, sorry to not He was to connect me with the concerned official and there it,miscellaneous
4572, Nearest atm for me is Shop New Navrang Cabin Bhaynder,miscellaneous
4573, wt the hell is going trasection of my Icici card in Icici ATM withdrawal of,displeasure
